Timestamp,Thread,LockType,Method,Action,Value
2025-05-06T16:44:30.398201500Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.398201500Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.398201500Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.399201400Z,Writer-3,WRITE,add,trying,42
2025-05-06T16:44:30.399201400Z,Writer-2,WRITE,add,released,60
2025-05-06T16:44:30.400204300Z,Writer-4,WRITE,remove,acquired,60
2025-05-06T16:44:30.400204300Z,Writer-4,WRITE,remove,released,60
2025-05-06T16:44:30.401200800Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.402200Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.403200600Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.403200600Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.404198900Z,Writer-1,WRITE,remove,trying,17
2025-05-06T16:44:30.404198900Z,Writer-3,WRITE,add,acquired,42
2025-05-06T16:44:30.405199Z,Writer-2,WRITE,remove,trying,42
2025-05-06T16:44:30.405199Z,Reader-0,READ,checkRep,trying,-
2025-05-06T16:44:30.406197200Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.406197200Z,Writer-0,WRITE,add,trying,50
2025-05-06T16:44:30.407198800Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.407198800Z,Writer-3,WRITE,add,released,42
2025-05-06T16:44:30.408199900Z,Writer-1,WRITE,remove,acquired,17
2025-05-06T16:44:30.408199900Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.409200600Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.409200600Z,Reader-2,READ,contains,trying,35
2025-05-06T16:44:30.410201500Z,Writer-2,WRITE,remove,acquired,42
2025-05-06T16:44:30.410201500Z,Writer-1,WRITE,remove,released,17
2025-05-06T16:44:30.411199900Z,Reader-0,READ,checkRep,acquired,-
2025-05-06T16:44:30.411199900Z,Writer-2,WRITE,remove,released,42
2025-05-06T16:44:30.411199900Z,Writer-4,WRITE,remove,trying,35
2025-05-06T16:44:30.411199900Z,Writer-2,WRITE,add,trying,60
2025-05-06T16:44:30.412201500Z,Writer-0,WRITE,add,acquired,50
2025-05-06T16:44:30.412201500Z,Reader-0,READ,checkRep,released,-
2025-05-06T16:44:30.412201500Z,Reader-2,READ,contains,acquired,35
2025-05-06T16:44:30.412201500Z,Writer-0,WRITE,add,released,50
2025-05-06T16:44:30.413201900Z,Writer-3,WRITE,remove,trying,42
2025-05-06T16:44:30.413201900Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.413201900Z,Writer-4,WRITE,remove,acquired,35
2025-05-06T16:44:30.414198200Z,Writer-4,WRITE,remove,released,35
2025-05-06T16:44:30.414198200Z,Reader-2,READ,contains,released,35
2025-05-06T16:44:30.414198200Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.414198200Z,Writer-2,WRITE,add,acquired,60
2025-05-06T16:44:30.414198200Z,Writer-2,WRITE,add,released,60
2025-05-06T16:44:30.415200400Z,Writer-3,WRITE,remove,acquired,42
2025-05-06T16:44:30.415200400Z,Writer-3,WRITE,remove,released,42
2025-05-06T16:44:30.416200200Z,Reader-0,READ,contains,acquired,42
2025-05-06T16:44:30.416200200Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.416200200Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.417199300Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.417199300Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.417199300Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.418199800Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.419201200Z,Reader-0,READ,contains,trying,60
2025-05-06T16:44:30.419201200Z,Reader-0,READ,contains,acquired,60
2025-05-06T16:44:30.419201200Z,Reader-0,READ,contains,released,60
2025-05-06T16:44:30.420197500Z,Reader-2,READ,contains,trying,50
2025-05-06T16:44:30.420197500Z,Reader-2,READ,contains,acquired,50
2025-05-06T16:44:30.420197500Z,Writer-1,WRITE,add,trying,17
2025-05-06T16:44:30.421197900Z,Writer-1,WRITE,add,acquired,17
2025-05-06T16:44:30.421197900Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.422197500Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.422197500Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.423198700Z,Reader-2,READ,contains,released,50
2025-05-06T16:44:30.423198700Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.424200800Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.424200800Z,Writer-1,WRITE,add,released,17
2025-05-06T16:44:30.425198800Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.425198800Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.426200200Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.426200200Z,Writer-3,WRITE,add,trying,17
2025-05-06T16:44:30.427200100Z,Writer-3,WRITE,add,acquired,17
2025-05-06T16:44:30.427200100Z,Reader-0,READ,contains,trying,60
2025-05-06T16:44:30.427200100Z,Writer-4,WRITE,remove,trying,60
2025-05-06T16:44:30.428198700Z,Reader-0,READ,contains,acquired,60
2025-05-06T16:44:30.428198700Z,Writer-3,WRITE,add,released,17
2025-05-06T16:44:30.428198700Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.429201Z,Writer-4,WRITE,remove,acquired,60
2025-05-06T16:44:30.429201Z,Reader-0,READ,contains,released,60
2025-05-06T16:44:30.430201900Z,Writer-4,WRITE,remove,released,60
2025-05-06T16:44:30.430201900Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.431201700Z,Reader-0,READ,checkRep,trying,-
2025-05-06T16:44:30.431201700Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.431201700Z,Reader-0,READ,checkRep,acquired,-
2025-05-06T16:44:30.432199300Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.433198Z,Reader-0,READ,checkRep,released,-
2025-05-06T16:44:30.433198Z,Reader-2,READ,contains,trying,17
2025-05-06T16:44:30.433198Z,Reader-2,READ,contains,acquired,17
2025-05-06T16:44:30.434197500Z,Reader-1,READ,checkRep,trying,-
2025-05-06T16:44:30.434197500Z,Reader-1,READ,checkRep,acquired,-
2025-05-06T16:44:30.435196800Z,Reader-1,READ,checkRep,released,-
2025-05-06T16:44:30.435196800Z,Reader-2,READ,contains,released,17
2025-05-06T16:44:30.436197200Z,Reader-0,READ,contains,trying,17
2025-05-06T16:44:30.436197200Z,Reader-0,READ,contains,acquired,17
2025-05-06T16:44:30.437198800Z,Reader-0,READ,contains,released,17
2025-05-06T16:44:30.439198200Z,Reader-1,READ,contains,trying,17
2025-05-06T16:44:30.439198200Z,Reader-0,READ,contains,trying,50
2025-05-06T16:44:30.440198600Z,Reader-0,READ,contains,acquired,50
2025-05-06T16:44:30.440198600Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.441199400Z,Reader-0,READ,contains,released,50
2025-05-06T16:44:30.441199400Z,Reader-1,READ,contains,acquired,17
2025-05-06T16:44:30.442201200Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.443200Z,Reader-1,READ,contains,released,17
2025-05-06T16:44:30.443200Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.443200Z,Reader-1,READ,contains,trying,17
2025-05-06T16:44:30.444200200Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.444200200Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.445199Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.445199Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.445199Z,Reader-1,READ,contains,acquired,17
2025-05-06T16:44:30.445199Z,Reader-1,READ,contains,released,17
2025-05-06T16:44:30.446205200Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.446205200Z,Reader-1,READ,contains,trying,35
2025-05-06T16:44:30.446205200Z,Reader-1,READ,contains,acquired,35
2025-05-06T16:44:30.447206700Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.447206700Z,Reader-1,READ,contains,released,35
2025-05-06T16:44:30.449204Z,Reader-0,READ,contains,trying,35
2025-05-06T16:44:30.449204Z,Reader-2,READ,contains,trying,35
2025-05-06T16:44:30.450204700Z,Reader-2,READ,contains,acquired,35
2025-05-06T16:44:30.450204700Z,Reader-0,READ,contains,acquired,35
2025-05-06T16:44:30.450204700Z,Reader-2,READ,contains,released,35
2025-05-06T16:44:30.451205600Z,Reader-0,READ,contains,released,35
2025-05-06T16:44:30.452205500Z,Reader-1,READ,contains,trying,60
2025-05-06T16:44:30.452205500Z,Reader-1,READ,contains,acquired,60
2025-05-06T16:44:30.452205500Z,Reader-1,READ,contains,released,60
2025-05-06T16:44:30.453205800Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.453205800Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.453205800Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.460206800Z,Reader-2,READ,contains,trying,35
2025-05-06T16:44:30.460206800Z,Reader-2,READ,contains,acquired,35
2025-05-06T16:44:30.460206800Z,Reader-2,READ,contains,released,35
2025-05-06T16:44:30.463346600Z,Reader-2,READ,contains,trying,42
2025-05-06T16:44:30.463346600Z,Reader-2,READ,contains,acquired,42
2025-05-06T16:44:30.463346600Z,Reader-2,READ,contains,released,42
2025-05-06T16:44:30.471346300Z,main,READ,printInOrder,trying,-
2025-05-06T16:44:30.471346300Z,main,READ,printInOrder,acquired,-
2025-05-06T16:44:30.472330500Z,main,READ,printInOrder,released,-
2025-05-06T16:44:30.472330500Z,main,READ,checkRep,trying,-
2025-05-06T16:44:30.473329300Z,main,READ,checkRep,acquired,-
2025-05-06T16:44:30.474335300Z,main,READ,checkRep,released,-
